blast_hit_id	contig_orf_id	genome	strand	genome_start	genome_stop
NZ_CP023642.1_3893	NZ_CP023642.1_4512811-4523433:._10	NZ_CP023642.1	1	4517810	4518433
NZ_CP103375.1_2742	NZ_CP103375.1_3502053-3512636:._7	NZ_CP103375.1	-1	3507052	3507636
NZ_CP119604.1_68	NZ_CP119604.1_57801-68393:._6	NZ_CP119604.1	-1	62800	63393
NZ_CP059973.1_2285	NZ_CP059973.1_3139427-3151240:._5	NZ_CP059973.1	-1	3144426	3146240
NZ_CM148686.1_2652	NZ_CM148686.1_2917064-2927656:._4	NZ_CM148686.1	-1	2922063	2922656
NZ_CP029145.1_1026	NZ_CP029145.1_1157964-1168115:._9	NZ_CP029145.1	-1	1162963	1163115
NZ_CP143950.1_104	NZ_CP143950.1_88416-99011:._6	NZ_CP143950.1	-1	93415	94011
NZ_OX596082.1_1365	NZ_OX596082.1_1428453-1439090:._5	NZ_OX596082.1	1	1433452	1434090
NZ_CP075682.1_3067	NZ_CP075682.1_3356240-3366844:._9	NZ_CP075682.1	-1	3361239	3361844
NZ_CP016374.1_1672	NZ_CP016374.1_1840671-1851227:._6	NZ_CP016374.1	1	1845670	1846227
