hit_id	replicon	gene_name	i_eval	score	profile_cov	seq_cov	begin_match	end_match
NZ_CM148634.1_2194474-2205048:._11	all_contigs	CBASS__Effector_2TM_Sa_NUDIX	6.1e-66	219.600	0.995	0.804	45	249
NZ_CM148644.1_2122378-2132973:._9	all_contigs	CBASS__Effector_2TM_Sa_NUDIX	3.2e-65	217.300	0.990	0.726	67	265
NZ_CP034173.1_1138126-1148700:._7	all_contigs	CBASS__Phospholipase	3.2e-88	293.700	0.933	0.991	1	333
NZ_CP016374.1_1840671-1851227:._10	all_contigs	CBASS__Phospholipase	2e-87	291.100	0.933	0.991	1	333
NZ_CM148643.1_3210785-3221380:._4	all_contigs	CBASS__Sensing_SAVED	1.4e-42	143.300	0.995	0.504	183	372
NZ_CM148673.1_2105830-2116425:._9	all_contigs	CBASS__Sensing_SAVED	1.4e-42	143.300	0.995	0.504	183	372
NZ_CP033918.1_3313892-3324232:._10	all_contigs	CBASS__AG_E1_ThiF	3.3e-40	135.600	0.934	0.634	119	354
NZ_CP033918.1_3313892-3324232:._11	all_contigs	CBASS__AG_E1_ThiF	9.2e-31	104.600	0.639	0.439	122	284
NZ_AP029022.1_2742988-2753550:._5	all_contigs	CBASS__AG_E1_ThiF	6e-15	52.900	0.525	0.329	174	300
NZ_CM148643.1_3210785-3221380:._2	all_contigs	CBASS__E2	7.6e-38	127.900	0.801	0.954	3	147
NZ_CM148673.1_2105830-2116425:._11	all_contigs	CBASS__E2	7.8e-38	127.800	0.801	0.954	3	147
NZ_CM148634.1_2194474-2205048:._13	all_contigs	CBASS__E2	2.3e-22	77.500	0.795	0.900	13	147
NZ_CP034173.1_1138126-1148700:._5	all_contigs	CBASS__E2_II	4.7e-60	200.300	0.912	0.920	1	196
NZ_CP016374.1_1840671-1851227:._8	all_contigs	CBASS__E2_II	2e-56	188.400	0.907	0.903	1	195
NZ_CM148644.1_2122378-2132973:._8	all_contigs	CBASS__TRIP13	2e-96	320.400	0.974	0.990	2	293
NZ_CM148644.1_2122378-2132973:._7	all_contigs	CBASS__bacHORMA_1	7.6e-50	166.700	1.000	0.994	1	169
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP072230.1_55830-66425:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072253.1_51844-62439:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP069564.1_87419-98014:._8	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP143942.1_80606-91201:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072219.1_51842-62437:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072233.1_55833-66428:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072238.1_51863-62458:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072223.1_86752-97347:._8	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP103120.1_40675-51270:._4	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072211.1_51838-62433:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_AP019726.1_81904-92499:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP131534.1_3163299-3173894:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072228.1_51839-62434:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072241.1_51837-62432:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072245.1_55835-66430:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP081905.1_30585-41180:._8	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP143953.1_1-10201:._8	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP081907.1_47128-57723:._8	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP143950.1_88416-99011:._9	all_contigs	MazEF__MazE	5e-07	27.300	0.550	0.530	2	45
NZ_CP072230.1_55830-66425:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072253.1_51844-62439:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP069564.1_87419-98014:._7	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP143942.1_80606-91201:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072219.1_51842-62437:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072233.1_55833-66428:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072238.1_51863-62458:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072223.1_86752-97347:._7	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP103120.1_40675-51270:._3	all_contigs	MazEF__MazF	3.4e-12	43.900	0.604	0.872	7	74
NZ_CP072211.1_51838-62433:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_AP019726.1_81904-92499:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP131534.1_3163299-3173894:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072228.1_51839-62434:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072241.1_51837-62432:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP072245.1_55835-66430:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP081905.1_30585-41180:._7	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP143953.1_1-10201:._7	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP081907.1_47128-57723:._7	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
NZ_CP143950.1_88416-99011:._10	all_contigs	MazEF__MazF	3.2e-15	53.600	0.829	0.860	7	98
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP140570.1_1595159-1605754:._2	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	3.4e-57	192.100	0.989	0.992	1	362
NZ_CP143637.1_150213-160817:._8	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	9.6e-58	193.900	0.959	0.961	11	352
NZ_CP033918.1_3313892-3324232:._3	all_contigs	Lamassu-Fam__LmuB_DS-30D	2e-121	404.200	0.998	0.988	1	571
NZ_CP140570.1_1595159-1605754:._3	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.4e-145	481.500	0.993	0.979	1	563
NZ_CP143637.1_150213-160817:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.1e-137	455.200	0.988	0.996	1	566
NZ_CP147988.1_142083-152681:._14	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	7.8e-190	629.800	0.989	0.937	9	652
NZ_CM148686.1_2917064-2927656:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	5.9e-35	118.100	0.764	0.766	2	503
NZ_CP179925.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CP179925.1_3024398-3036073:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_2958343-2970018:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CM148639.1_2178787-2189382:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	5.3e-144	478.600	0.993	0.982	5	613
NZ_CP192719.1_483286-494961:._5	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_OX030782.1_4641479-4652074:._8	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	7.2e-156	517.800	0.995	0.990	6	623
NZ_CP033918.1_3313892-3324232:._4	all_contigs	Lamassu-Fam__LmuC_DS-30C	1e-15	55.100	0.987	0.963	2	80
NZ_CP147988.1_142083-152681:._13	all_contigs	Lamassu-Fam__LmuC_acc_Lipase	4.6e-33	111.700	0.929	0.898	2	159
NZ_CM148639.1_2178787-2189382:._10	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	1.4e-45	152.600	0.942	0.902	9	156
NZ_OX030782.1_4641479-4652074:._9	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	2.8e-51	171.100	0.968	0.899	6	156
NZ_CP147988.1_142083-152681:._12	all_contigs	Lamassu-Fam__LmuA_effector_Lipase	1.5e-81	272.300	0.968	0.961	10	401
NZ_CM148639.1_2178787-2189382:._11	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	9.2e-20	69.300	0.193	0.970	1	65
NZ_CP033918.1_3313892-3324232:._5	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	2.4e-05	21.900	0.289	0.296	18	107
NZ_OX030782.1_4641479-4652074:._10	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	1.8e-100	334.600	0.970	0.925	27	359
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP033918.1_3313892-3324232:._3	all_contigs	Lamassu-Fam__LmuB_DS-30D	2e-121	404.200	0.998	0.988	1	571
NZ_CP140570.1_1595159-1605754:._3	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.4e-145	481.500	0.993	0.979	1	563
NZ_CP143637.1_150213-160817:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.1e-137	455.200	0.988	0.996	1	566
NZ_CP147988.1_142083-152681:._14	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	7.8e-190	629.800	0.989	0.937	9	652
NZ_CM148686.1_2917064-2927656:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	5.9e-35	118.100	0.764	0.766	2	503
NZ_CP179925.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CP179925.1_3024398-3036073:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_2958343-2970018:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CM148639.1_2178787-2189382:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	5.3e-144	478.600	0.993	0.982	5	613
NZ_CP192719.1_483286-494961:._5	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_OX030782.1_4641479-4652074:._8	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	7.2e-156	517.800	0.995	0.990	6	623
NZ_CP140570.1_1595159-1605754:._2	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	3.4e-57	192.100	0.989	0.992	1	362
NZ_CP143637.1_150213-160817:._8	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	9.6e-58	193.900	0.959	0.961	11	352
NZ_CP147988.1_142083-152681:._12	all_contigs	Lamassu-Fam__LmuA_effector_Lipase	1.5e-81	272.300	0.968	0.961	10	401
NZ_CM148639.1_2178787-2189382:._11	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	9.2e-20	69.300	0.193	0.970	1	65
NZ_CP033918.1_3313892-3324232:._5	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	2.4e-05	21.900	0.289	0.296	18	107
NZ_OX030782.1_4641479-4652074:._10	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	1.8e-100	334.600	0.970	0.925	27	359
NZ_CP033918.1_3313892-3324232:._4	all_contigs	Lamassu-Fam__LmuC_DS-30C	1e-15	55.100	0.987	0.963	2	80
NZ_CP147988.1_142083-152681:._13	all_contigs	Lamassu-Fam__LmuC_acc_Lipase	4.6e-33	111.700	0.929	0.898	2	159
NZ_CM148639.1_2178787-2189382:._10	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	1.4e-45	152.600	0.942	0.902	9	156
NZ_OX030782.1_4641479-4652074:._9	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	2.8e-51	171.100	0.968	0.899	6	156
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP147988.1_142083-152681:._12	all_contigs	Lamassu-Fam__LmuA_effector_Lipase	1.5e-81	272.300	0.968	0.961	10	401
NZ_CP140570.1_1595159-1605754:._3	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.4e-145	481.500	0.993	0.979	1	563
NZ_CP143637.1_150213-160817:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.1e-137	455.200	0.988	0.996	1	566
NZ_CP147988.1_142083-152681:._14	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	7.8e-190	629.800	0.989	0.937	9	652
NZ_CM148686.1_2917064-2927656:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	5.9e-35	118.100	0.764	0.766	2	503
NZ_CP179925.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CP179925.1_3024398-3036073:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_2958343-2970018:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CM148639.1_2178787-2189382:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	5.3e-144	478.600	0.993	0.982	5	613
NZ_CP192719.1_483286-494961:._5	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_OX030782.1_4641479-4652074:._8	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	7.2e-156	517.800	0.995	0.990	6	623
NZ_CP033918.1_3313892-3324232:._4	all_contigs	Lamassu-Fam__LmuC_DS-30C	1e-15	55.100	0.987	0.963	2	80
NZ_CP147988.1_142083-152681:._13	all_contigs	Lamassu-Fam__LmuC_acc_Lipase	4.6e-33	111.700	0.929	0.898	2	159
NZ_CM148639.1_2178787-2189382:._10	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	1.4e-45	152.600	0.942	0.902	9	156
NZ_OX030782.1_4641479-4652074:._9	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	2.8e-51	171.100	0.968	0.899	6	156
NZ_CP140570.1_1595159-1605754:._2	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	3.4e-57	192.100	0.989	0.992	1	362
NZ_CP143637.1_150213-160817:._8	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	9.6e-58	193.900	0.959	0.961	11	352
NZ_CM148639.1_2178787-2189382:._11	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	9.2e-20	69.300	0.193	0.970	1	65
NZ_CP033918.1_3313892-3324232:._5	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	2.4e-05	21.900	0.289	0.296	18	107
NZ_OX030782.1_4641479-4652074:._10	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	1.8e-100	334.600	0.970	0.925	27	359
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CM148639.1_2178787-2189382:._11	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	9.2e-20	69.300	0.193	0.970	1	65
NZ_CP033918.1_3313892-3324232:._5	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	2.4e-05	21.900	0.289	0.296	18	107
NZ_OX030782.1_4641479-4652074:._10	all_contigs	Lamassu-Fam__LmuA_effector_Mrr	1.8e-100	334.600	0.970	0.925	27	359
NZ_CP033918.1_3313892-3324232:._3	all_contigs	Lamassu-Fam__LmuB_DS-30D	2e-121	404.200	0.998	0.988	1	571
NZ_CP140570.1_1595159-1605754:._3	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.4e-145	481.500	0.993	0.979	1	563
NZ_CP143637.1_150213-160817:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	5.1e-137	455.200	0.988	0.996	1	566
NZ_CP147988.1_142083-152681:._14	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	7.8e-190	629.800	0.989	0.937	9	652
NZ_CM148686.1_2917064-2927656:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Lipase	5.9e-35	118.100	0.764	0.766	2	503
NZ_CP179925.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CP179925.1_3024398-3036073:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_611886-623561:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NC_009614.1_2958343-2970018:._7	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_CM148639.1_2178787-2189382:._9	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	5.3e-144	478.600	0.993	0.982	5	613
NZ_CP192719.1_483286-494961:._5	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	1.7e-05	21.100	0.210	0.224	349	473
NZ_OX030782.1_4641479-4652074:._8	all_contigs	Lamassu-Fam__LmuB_SMC_Mrr	7.2e-156	517.800	0.995	0.990	6	623
NZ_CP033918.1_3313892-3324232:._4	all_contigs	Lamassu-Fam__LmuC_DS-30C	1e-15	55.100	0.987	0.963	2	80
NZ_CP147988.1_142083-152681:._13	all_contigs	Lamassu-Fam__LmuC_acc_Lipase	4.6e-33	111.700	0.929	0.898	2	159
NZ_CM148639.1_2178787-2189382:._10	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	1.4e-45	152.600	0.942	0.902	9	156
NZ_OX030782.1_4641479-4652074:._9	all_contigs	Lamassu-Fam__LmuC_acc_Mrr	2.8e-51	171.100	0.968	0.899	6	156
NZ_CP140570.1_1595159-1605754:._2	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	3.4e-57	192.100	0.989	0.992	1	362
NZ_CP143637.1_150213-160817:._8	all_contigs	Lamassu-Fam__LmuA_effector_Cap4_nuclease	9.6e-58	193.900	0.959	0.961	11	352
NZ_CP147988.1_142083-152681:._12	all_contigs	Lamassu-Fam__LmuA_effector_Lipase	1.5e-81	272.300	0.968	0.961	10	401
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_OZ245806.1_1584225-1594832:._14	all_contigs	Eleos__LeoA	2.7e-09	34.100	0.292	0.364	170	327
NZ_OZ245806.1_1584225-1594832:._12	all_contigs	Eleos__LeoBC	5.2e-08	29.900	0.191	0.412	11	131
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP081914.1_9325-19917:._11	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP143943.1_29742-40334:._8	all_contigs	ardc	6.9e-56	187.100	0.851	0.914	13	320
NZ_CP054001.1_41085-51677:._10	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP018939.1_26094-36686:._11	all_contigs	ardc	3.8e-41	138.700	0.665	0.936	1	247
NZ_CP018939.1_57218-67810:._10	all_contigs	ardc	1.1e-55	186.500	0.851	0.914	13	320
NZ_CP103239.1_14058-24650:._11	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP041397.1_21313-31905:._11	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP033929.1_1742755-1753359:._9	all_contigs	ardc	2.6e-63	211.600	0.823	0.906	27	315
NZ_CP081919.1_13891-24483:._8	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP036556.1_1-10022:._10	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP072256.1_33946-44538:._8	all_contigs	ardc	6.9e-56	187.100	0.851	0.914	13	320
NZ_CP103142.1_50344-60936:._12	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP072225.1_43770-54362:._8	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP041231.1_28399-38991:._11	all_contigs	ardc	6.9e-56	187.100	0.851	0.914	13	320
NZ_CP081921.1_7444-18036:._9	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP045613.1_16258-26850:._8	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NZ_CP083624.1_1-6607:._8	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
NC_006873.1_1-5722:._2	all_contigs	ardc	9.9e-56	186.600	0.851	0.914	13	320
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CM148646.1_2068858-2079456:._9	all_contigs	AbiH__AbiH	2.8e-19	67.700	0.662	0.725	15	201
NZ_OX596083.1_2220108-2230706:._1	all_contigs	AbiH__AbiH	3.8e-33	113.100	0.989	0.845	4	329
NZ_CP114285.2_2034346-2044935:._9	all_contigs	AbiH__AbiH	5.5e-24	83.100	0.977	0.875	10	386
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP073240.1_22748-33310:._8	all_contigs	Retron__RT_Tot_10	4.2e-67	224.200	0.738	0.861	9	256
NZ_CP117880.1_3051631-3062205:._4	all_contigs	Retron__RT_Tot_10	1.2e-69	232.600	0.760	0.892	3	258
NZ_JBQSUP010000001.1_5071-14507:._8	all_contigs	Retron__RT_Tot_10	1.1e-32	111.200	0.366	0.716	15	130
NZ_JBQSUP010000001.1_5071-14507:._10	all_contigs	Retron__RT_Tot_10	1.2e-32	111.000	0.366	0.863	8	139
NZ_CP103120.1_40675-51270:._7	all_contigs	Retron_I_A__HNH_TIGR02646	4.7e-40	135.300	0.863	0.956	1	197
NZ_CP103120.1_40675-51270:._6	all_contigs	Septu__PtuA	2.4e-109	364.600	0.972	0.995	1	415
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP103120.1_40675-51270:._7	all_contigs	Retron_I_A__HNH_TIGR02646	4.7e-40	135.300	0.863	0.956	1	197
NZ_CP103120.1_40675-51270:._6	all_contigs	Septu__PtuA	2.4e-109	364.600	0.972	0.995	1	415
NZ_CP119604.1_57801-68393:._2	all_contigs	Septu__PtuA_2	1.4e-121	404.200	0.987	0.903	63	660
NZ_CP073240.1_22748-33310:._8	all_contigs	Retron__RT_Tot_10	4.2e-67	224.200	0.738	0.861	9	256
NZ_CP117880.1_3051631-3062205:._4	all_contigs	Retron__RT_Tot_10	1.2e-69	232.600	0.760	0.892	3	258
NZ_JBQSUP010000001.1_5071-14507:._8	all_contigs	Retron__RT_Tot_10	1.1e-32	111.200	0.366	0.716	15	130
NZ_JBQSUP010000001.1_5071-14507:._10	all_contigs	Retron__RT_Tot_10	1.2e-32	111.000	0.366	0.863	8	139
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP033929.1_1742755-1753359:._1	all_contigs	AbiAlpha__AbiAlpha	3.3e-22	76.900	0.684	0.534	64	190
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP050063.1_5052396-5062973:._4	all_contigs	Paris_I_merge__AAA_15_DUF4435	4e-27	92.600	0.343	0.399	226	458
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_OZ257252.1_2008577-2019169:._4	all_contigs	Retron_VII_2__DUF3800	2.1e-08	32.300	1.000	0.481	146	324
NZ_CP033918.1_3313892-3324232:._1	all_contigs	Retron_VII_2__DUF3800	3.3e-11	41.400	0.991	0.772	7	179
NZ_CP073240.1_22748-33310:._8	all_contigs	Retron__RT_Tot_10	4.2e-67	224.200	0.738	0.861	9	256
NZ_CP117880.1_3051631-3062205:._4	all_contigs	Retron__RT_Tot_10	1.2e-69	232.600	0.760	0.892	3	258
NZ_JBQSUP010000001.1_5071-14507:._8	all_contigs	Retron__RT_Tot_10	1.1e-32	111.200	0.366	0.716	15	130
NZ_JBQSUP010000001.1_5071-14507:._10	all_contigs	Retron__RT_Tot_10	1.2e-32	111.000	0.366	0.863	8	139
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_OZ409872.1_1033845-1044446:._12	all_contigs	Retron_III__PRTase	1.5e-09	35.200	0.912	0.863	38	302
NZ_CP073240.1_22748-33310:._8	all_contigs	Retron__RT_Tot_10	4.2e-67	224.200	0.738	0.861	9	256
NZ_CP117880.1_3051631-3062205:._4	all_contigs	Retron__RT_Tot_10	1.2e-69	232.600	0.760	0.892	3	258
NZ_JBQSUP010000001.1_5071-14507:._8	all_contigs	Retron__RT_Tot_10	1.1e-32	111.200	0.366	0.716	15	130
NZ_JBQSUP010000001.1_5071-14507:._10	all_contigs	Retron__RT_Tot_10	1.2e-32	111.000	0.366	0.863	8	139
								
								
hit_id	replicon	gene_name	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match
NZ_CP073240.1_22748-33310:._9	all_contigs	Retron_VI__HTH	2e-26	89.500	0.939	0.949	3	96
NZ_CP117880.1_3051631-3062205:._5	all_contigs	Retron_VI__HTH	6.9e-23	78.100	0.899	0.938	2	91
NZ_JBQSUP010000001.1_5071-14507:._11	all_contigs	Retron_VI__HTH	3.6e-26	88.600	0.929	0.939	3	95
NZ_CP073240.1_22748-33310:._8	all_contigs	Retron__RT_Tot_10	4.2e-67	224.200	0.738	0.861	9	256
NZ_CP117880.1_3051631-3062205:._4	all_contigs	Retron__RT_Tot_10	1.2e-69	232.600	0.760	0.892	3	258
NZ_JBQSUP010000001.1_5071-14507:._8	all_contigs	Retron__RT_Tot_10	1.1e-32	111.200	0.366	0.716	15	130
